,0,1,2,3,4,5,6,7,8,9
SOMZWCG12A8C13C480,3.049361358121938,3.218337359408218,-6.811547342281388,-0.3820603047897341,8.643797018699262,-2.722816721625341,-7.468653538263494,-2.9383290624160927,-0.5196353803573356,4.66222407846254
SOCIWDW12A8C13D406,-1.9865121502907417,-1.5223299496711864,4.797114746518953,-4.21956758077893,-0.2650102339561926,0.4585694865589952,2.4047833642379906,-2.7181995263971443,0.6961641533982124,0.6798871381536912
SOXVLOJ12AB0189215,-2.477695634453587,1.7400648159328822,-2.3139564800769867,2.4433658446793216,-1.432996400768381,-3.75871224633164,-0.1272867869217605,0.9468321708863252,0.7085916223140025,-0.8939244102509646
SONHOTT12A8C13493C,3.8905611195932632,-3.07209681887585,1.9669470661946715,-2.2231970174315188,-0.7469834228629063,1.3243318583798265,1.715970516156667,-1.687887470188162,-0.5221577649978617,1.1048740090715283
SOFSOCN12A8C143F5D,5.191417659722171,1.2019861682399102,-0.5825059929431831,-4.108287004024896,0.3611883896498302,-1.128096225094582,0.5975729882548589,-0.6021231049194942,0.2556314929069122,1.4293195311287086
SOYMRWW12A6D4FAB14,-5.118220041357775,5.145445082106206,-3.248228243816684,0.1103442869141694,0.543656252031697,5.1822320579831525,-0.2495945980184253,-4.187289254733902,-0.6877856025732934,-3.673085555899661
SOMJBYD12A6D4F8557,-0.1128802336839076,0.1155293082921876,-2.490223220914741,0.6047108113820729,2.54508557879923,-0.4014043727978026,-0.6906036565548014,0.4722207002653716,-0.0921502165304186,-0.4656608319192508
SOHKNRJ12A6701D1F8,0.6558173634990748,3.3776066591855307,-1.4960472094754598,-1.27821396867736,-0.1424782685386813,-0.9623374914860838,-0.4435670947954485,0.8246905725480332,0.2766679904770167,-0.4439300574514428
SOIAZJW12AB01853F1,1.8568970216842484,0.404380279923401,-0.7926712185561718,-1.1746506576189564,-0.5065454313078456,0.5419937407385832,0.6684645351815027,-0.9447715584831844,-0.074033200572207,0.4311535988577909
SOUDSGM12AC9618304,3.55526782436898,-2.671406853391081,-3.5831749249103875,1.3745142637971353,3.22610570405276,0.9188235382049902,0.990210147679512,1.2754565850028257,-0.3184687688630663,-0.3361304204664965
SOQHXMF12AB0182363,-2.906740668695277,1.8795651808322065,1.417863246788177,-3.5658441447149505,1.6157287493125072,3.8134967071726633,-2.952695995874332,-5.456370825272331,-0.5426315150388719,2.7631328932213988
SOKEJEJ12A8C13E0D0,-4.837116019203275,2.9099899149798087,-2.366456047447938,0.1616225790880346,1.1076166735044766,1.3361832190602512,3.722438040815771,-2.357268195251258,-3.3794621575350656,-9.514319243655986
SOMUYGI12AB0188633,-1.9711217865466848,1.199226216012716,-2.0853336742085835,2.098237551543527,-0.5019014012630486,-2.930578728699168,-0.3149521709198951,0.945593712676824,0.7608353170241622,-0.315151085788001
SORAMLE12AB017C8B0,-1.4285654739101563,-6.754491390383526,4.007245284717014,2.254852192821387,-2.345072697994137,-1.4730277320146234,-1.5505015117186625,0.0952208412380838,-0.5797632186348961,-0.4999048868264812
SOBONFF12A6D4F84D8,-2.6103300239477907,0.4655973083886002,-0.6363771631907535,0.298895920777357,0.4336142646915735,-0.4028898771176609,0.6561754279204045,-0.583411934542979,0.0270561360069896,0.1891574470873024
SOHUOAP12A8AE488E9,1.044889340032059,-3.543439529782248,5.317977537892245,-4.135202558501892,-1.3741280629258854,0.4624267972082923,2.1181589195189616,-2.680881642289365,-0.3838221396464624,0.7901524743408641
SOUQQEA12A8C134B1B,-2.5390743470906165,1.1268205295114344,-1.3155913575526863,5.643056658162411,-5.685869350050429,6.690279597934135,-0.9477672955416157,-3.225487037250224,-2.27960649220412,0.7239886513749416
SOILPQQ12AB017E82A,-3.762618675348185,1.6116351867953065,-4.212634778915937,6.646338779252249,-2.392230034790168,8.173309377436992,-0.4820638321638889,2.14245656859778,2.4752870464510277,0.1601055405111859
SOXLBJT12A8C140925,4.998566927198874,-3.019897605954468,4.072229735303249,-5.176651406229281,-1.3052259910046795,-0.0083079128930114,1.2655588899474648,-1.6917750738341562,-0.2889298468381701,-0.1118646797322839
SOZVMJI12AB01808AF,-0.7238740329062034,1.4163954038849274,-1.6640801248293728,0.6000339397278189,0.5042621024087406,-0.2635568298400849,0.001911305578097,0.4112537365996439,0.4435105133093978,-0.2654647830820859
SOWTBJW12AC468AC6E,-5.109009909923682,1.3304379324149944,1.387439535649001,-0.7391475979846772,0.7161210859655198,1.3610490992585085,1.2938334227440207,-0.3143607621765409,1.0936723716824708,-1.882015269038101
SOBEBDG12A58A76D60,-4.590427537634064,1.9400031468401784,4.054798713544289,-2.740752906130333,1.8498521795273613,0.8855258083811831,0.7433766693220173,2.0107739463852883,1.330120361158266,-0.2546699941045612
